Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.85845184326172,40.42103894931218,39.67092497568934,39.77321265360761,27913900
2015-01-05,39.491920471191406,39.832880479271,39.423726518575506,39.52601419583272,39673900
2015-01-06,38.91228485107422,39.84992893716437,38.81851979213187,39.534540035721925,36447900
2015-01-07,39.40668487548828,39.60273764581403,38.775906962556256,39.193583614047185,29114100
2015-01-08,40.565948486328125,40.70233313745503,39.82435714905475,39.84992825499524,29645200
2015-01-09,40.224998474121094,40.76201463731477,39.9778034481016,40.58301033347276,23944200
2015-01-12,39.72207260131836,40.52333540057985,39.51749721760652,40.42104445705683,23651900
2015-01-13,39.517486572265625,40.83871334601777,39.26176578567912,40.03745401426905,35270600
2015-01-14,39.176551818847656,39.41522754451209,38.88673384970902,39.176551818847656,29719600
2015-01-15,38.767372131347656,39.53453779589711,38.70770405206786,39.398153150162365,32750800
2015-01-16,39.41520690917969,39.44930063642363,38.50313060748315,38.622470033671014,35695300
2015-01-20,39.54306411743164,39.76469121980071,38.84409233611397,39.46634754379108,36161900
2015-01-21,39.1424446105957,39.329974792194434,38.76738749906599,39.15949310452902,39081100
2015-01-22,40.173851013183594,40.18237363297043,39.278826358873445,39.534547224152455,35898000
2015-01-23,40.21646499633789,40.395469251855694,39.89255021135323,40.3698981444008,26211600
2015-01-26,40.07155227661133,40.17384320417335,39.415203375587915,40.06302965848112,42525500
2015-01-27,36.36359405517578,36.823893496148486,35.894771995666574,36.61079226440187,169164000
2015-01-28,35.110565185546875,36.47441530770139,35.08499407287132,36.43179570268631,84507100
2015-01-29,35.80952072143555,35.90328576054853,34.769589178089795,34.88892531817325,63585300
2015-01-30,34.437156677246094,35.442994643923065,34.39453383411028,35.417420287708296,78004900
2015-02-02,35.18727493286133,35.263991507637435,34.292250394917936,34.599116694022364,50352500
2015-02-03,35.460044860839844,35.74134005705573,34.99122278548022,35.485619220647465,52082400
2015-02-04,35.66463088989258,35.980019878592394,35.25547681630883,35.74987010251387,41614800
2015-02-05,36.18458938598633,36.346545149656606,35.68167035476453,35.988536645227555,36548200
2015-02-06,36.15049362182617,36.47440841170149,35.92886976664841,36.38064334739546,34616600
2015-02-09,36.10788345336914,36.4317983278252,35.980021377443215,36.005595743628994,31381100
2015-02-10,36.31245040893555,36.45736094465286,35.95444188245789,36.43178983609501,29670700
2015-02-11,36.12492370605469,36.355073439218586,35.98001316961804,36.355073439218586,38262500
2015-02-12,36.730125427246094,36.730125427246094,36.23572904926438,36.36359107851247,33268800
2015-02-13,37.3950080871582,37.3950080871582,36.781278671250845,36.977331439688896,40264900
2015-02-17,37.41217803955078,37.77273438678963,37.07737150664744,37.74698129764625,33695700
2015-02-18,37.36924362182617,37.51518540269189,37.24905819923508,37.455092691396345,27111700
2015-02-19,37.343502044677734,37.36925513608028,36.957189299598745,37.068791487023375,27603400
2015-02-20,37.65254592895508,37.66971574528128,37.16321762548502,37.35207905545799,29721100
2015-02-23,37.90150833129883,37.93584469365321,37.47227269119265,37.515195600241654,32518800
2015-02-24,37.849998474121094,38.03027665509974,37.70405665513266,37.90150792931843,25271700
2015-02-25,37.76415252685547,37.849998343747316,37.60104089002976,37.72981289017553,29759800
2015-02-26,37.82423400878906,37.97017250908042,37.678292233690684,37.764141299868264,28957300
2015-02-27,37.643951416015625,37.944418225918675,37.480843107650145,37.884325518899445,33807700
2015-03-02,37.66971969604492,37.93584368999282,37.38642260916211,37.48943824311588,31924000
2015-03-03,37.15462112426758,37.62678275970246,36.991512825085266,37.39499521361808,31748600
2015-03-04,36.965782165527344,37.09455091935993,36.811257041081255,36.92285597277442,25748700
2015-03-05,37.00871276855469,37.12031499823146,36.759755208048595,36.97437311714501,23193500
2015-03-06,36.36484909057617,37.00870264168465,36.184570882219845,36.914270263552716,36248800
2015-03-09,36.78548049926758,37.02585460260241,36.21888977858971,36.21888977858971,32108000
2015-03-10,36.08154296875,36.665303638332716,36.08154296875,36.35625348681155,39159700
2015-03-11,36.038631439208984,36.37343478409505,35.91844595897385,36.321928592456416,32215300
2015-03-12,35.21448516845703,35.75532288229614,35.07712992246062,35.480612390303314,59992500
2015-03-13,35.52353286743164,35.60079539270966,34.862509767787934,34.93977229306596,58007700
2015-03-16,35.67806625366211,35.7467422506171,35.43769207729982,35.60080371033279,35273500
2015-03-17,35.79825210571289,35.90985428617466,35.32609356887801,35.514955018727186,31673400
2015-03-18,36.485023498535156,36.76832054701962,35.48061383530662,35.566459639497815,44194800
2015-03-19,36.30474853515625,36.562289245168934,36.244655811980216,36.27899217178952,33879100
2015-03-20,36.81123352050781,36.897079301544956,36.47643038973366,36.53652309142098,71904500
2015-03-23,36.79408264160156,37.02587029943532,36.725403361587865,36.81125246160499,26246100
2015-03-24,36.82841873168945,37.06020309237302,36.69964673148036,36.72539982159898,25513300
2015-03-25,35.59220886230469,36.85416235073839,35.57503904836871,36.84557580636682,43469900
2015-03-26,35.377593994140625,35.72098375133459,35.12863658391537,35.38618053921456,37495600
2015-03-27,35.17156219482422,35.56645811689016,35.051376764178706,35.30033089559839,34401400
2015-03-30,35.16297912597656,35.660893987652805,35.120056221475295,35.28316456850319,35049700
2015-03-31,34.90544128417969,35.223074733283966,34.8024256499744,35.00845691838497,34887200
2015-04-01,34.95695495605469,34.99129132172697,34.604981828149,34.85393603461276,36865300
2015-04-02,34.587791442871094,34.974103981565634,34.441849695005864,34.90542474143931,37487500
2015-04-06,35.66947937011719,35.86692736235728,34.49337468816188,34.63072995558142,39223700
2015-04-07,35.652313232421875,35.97853325426914,35.463451766980384,35.72099251062476,28809400
2015-04-08,35.55787658691406,35.78966421076695,35.23165987909844,35.5922162218866,24753400
2015-04-09,35.60938262939453,35.729568065481544,35.41193465942193,35.41193465942193,25723900
2015-04-10,35.815433502197266,36.01288156234769,35.549306147311555,35.73817093302458,28022000
2015-04-13,35.84974670410156,36.10729061809232,35.532113358268376,35.54069990196508,30276700
2015-04-14,35.75532531738281,36.0815420020864,35.53212098068288,35.88409402719498,24244400
2015-04-15,36.27899932861328,36.45069426076157,35.78108762767253,35.849763635646774,27343600
2015-04-16,36.193145751953125,36.34767083032603,35.90126541222738,36.01286758545398,22509700
2015-04-17,35.72956848144531,35.832587377697116,35.33467253690273,35.77249138414645,42387600
2015-04-20,36.83698654174805,37.060187536976514,35.781067717584996,35.823990608035864,46057700
2015-04-21,36.60520935058594,37.043031471439306,36.510777000017264,36.91425948888066,26013800
2015-04-22,36.90567398071289,37.02585941058348,36.52794460133977,36.63096021625637,25064300
2015-04-23,37.206153869628906,37.43794156093157,36.74257848702358,36.81984105079113,46309500
2015-04-24,41.095027923583984,41.32681561104491,39.18922350691982,39.19780678061449,130933700
2015-04-27,41.23237609863281,41.3182251947827,40.53701643126367,40.54559970347458,59248200
2015-04-28,42.20243835449219,42.245361253726706,40.949071357923415,41.017747341737184,60730800
2015-04-29,42.11659622192383,42.331214011584414,41.63585119415339,41.824715896993126,47804600
2015-04-30,41.75603103637695,42.52865628553319,41.72169140867953,41.807540477923084,64725500
